0,1,2
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.5,2.0
2.0,2.5,2.0
2.0,2.0,2.0
2.0,2.5,2.0
2.0,2.0,2.0
2.5,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.5
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.5,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.5,2.0
2.0,2.5,2.0
2.0,2.0,2.0
2.0,2.5,2.0
2.0,2.5,2.0
2.0,2.5,2.0
2.5,2.0,2.0
2.0,2.0,2.0
2.0,2.5,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.5
2.0,2.0,2.0
2.0,2.0,2.0
2.5,2.0,2.0
2.5,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.5,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.5,2.0,2.0
2.0,2.0,2.0
2.0,2.0,2.0
2.0,2.5,2.0
2.0,2.5,2.0
2.0,2.5,2.0
2.0,2.5,2.0
2.0,2.5,2.0
2.0,2.5,2.0
